ASSESSID,commonname,stocklong,scientificname,Years,TB,SSB,TN,R,TC,TL,F,ER,REGION,EW
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1935,,564283,,816214000,66417.4,66417.4,0.0133282,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1936,,429301,,692408000,45714.2,45714.2,0.0129799,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1937,,327346,,989893000,31987.6,31987.6,0.0120245,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1938,,253329,,676424000,34561.8,34561.8,0.0157297,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1939,,224774,,438609000,45454,45454,0.0193905,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1940,,179607,,876571000,48868.2,48868.2,0.023438,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1941,,155143,,352122000,32560.8,32560.8,0.0166444,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1942,,139479,,334084000,21885.7,21885.7,0.0109457,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1943,,140357,,338972000,35304.7,35304.7,0.0186022,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1944,,123104,,248540000,36657.1,36657.1,0.0226115,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1945,,101881,,193681000,23601.4,23601.4,0.0177153,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1946,,85730.5,,557898000,27582.5,27582.5,0.0256152,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1947,,67354.4,,309960000,19437,19437,0.0217657,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1948,,58863.8,,102598000,18124.7,18124.7,0.0217298,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1949,,55983.5,,80024900,24188.9,24188.9,0.0313191,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1950,,49164.6,,74263500,17493,17493,0.0244379,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1951,,42537,,204026000,15857.1,15857.1,0.0281084,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1952,,33991,,659370000,10325.8,10325.8,0.0232632,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1953,,28592.7,,200881000,5265.94,5265.94,0.0108214,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1954,,31721.9,,410646000,18464.7,18464.7,0.0297879,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1955,,38991.7,,147555000,22200.9,22200.9,0.0297632,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1956,,45090.2,,154403000,36835,36835,0.0478257,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1957,,40031.8,,399309000,27753.4,27753.4,0.0412535,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1958,,32676.7,,239901000,11874.8,11874.8,0.0199292,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1959,,33843.3,,322528000,19332.5,19332.5,0.0323034,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1960,,35366,,297979000,20822.5,20822.5,0.0323736,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1961,,35607.8,,93976600,26199.2,26199.2,0.0394014,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1962,,38256.4,,68283600,23901,23901,0.0313904,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1963,,38083,,54550100,23703,23703,0.035622,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1964,,29331,,96708000,19987.9,19987.9,0.0465823,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1965,,18498.5,,47216300,11279.4,11279.4,0.0475112,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1966,,13217.8,,114845000,7405.18,7405.18,0.0405009,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1967,,10701.7,,309418000,1713.31,1713.31,0.00878267,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1968,,12437.3,,155927000,1695.04,1695.04,0.00654183,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1969,,19114.7,,180759000,1168.22,1168.22,0.00257419,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1970,,29403.1,,40830500,835.49,835.49,0.00701834,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1971,,39319.3,,153731000,911.26,911.26,0.00671034,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1972,,43519.9,,79784900,532,532,0.00695446,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1973,,47194.4,,572756000,400.94,400.94,0.00313465,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1974,,52977.2,,105878000,633.81,633.81,0.0045795,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1975,,67411.2,,3195610000,2149.3,2149.3,0.00517967,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1976,,91854.8,,1572670000,4091.65,4091.65,0.00676304,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1977,,139675,,6249070000,13751.2,13751.2,0.00683191,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1978,,243480,,698876000,27172.6,27172.6,0.0175474,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1979,,367600,,3087500000,35858.1,35858.1,0.018037,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1980,,437089,,3675720000,35203.1,35203.1,0.0213513,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1981,,546112,,1021510000,46984.5,46984.5,0.023069,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1982,,611964,,502391000,36371.4,36371.4,0.0194809,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1983,,591001,,804937000,42117.5,42117.5,0.0256624,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1984,,572172,,982993000,46468.3,46468.3,0.0327086,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1985,,493089,,951396000,46827.8,46827.8,0.0363514,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1986,,419170,,459336000,54122.6,54122.6,0.0501911,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1987,,345766,,1501650000,48222.8,48222.8,0.0552763,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1988,,297606,,470734000,49264.6,49264.6,0.0618746,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1989,,237230,,735979000,49405.8,49405.8,0.072052,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1990,,211149,,556558000,71550.6,71550.6,0.117471,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1991,,170401,,402952000,65504.9,65504.9,0.132553,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1992,,127154,,888898000,32217.5,32217.5,0.0874497,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1993,,110197,,644569000,20919.9,20919.9,0.0593139,,N Pacific,W
CMACKPCOAST,Pacific chub mackerel,Pacific chub mackerel Pacific Coast,Scomber japonicus,1994,,92115.1,,843485000,23737,23737,0.070689,,N Pacific,W
